entity1,relation,entity2
Eye for an Eye,HAS_DIRECTOR,John Schlesinger
Eye for an Eye,IN_GENRE,Drama
Eye for an Eye,IN_GENRE,Thriller
Eye for an Eye,RELEASED_ON,1996-01-12
Eye for an Eye,HAS_IMDB_RATING,6.1
Mr. Holland's Opus,HAS_ACTOR,Jay Thomas
Mr. Holland's Opus,HAS_ACTOR,Glenne Headly
Mr. Holland's Opus,HAS_ACTOR,Olympia Dukakis
Mr. Holland's Opus,HAS_ACTOR,Richard Dreyfuss
Mr. Holland's Opus,HAS_DIRECTOR,Stephen Herek
Mr. Holland's Opus,IN_GENRE,Drama
Mr. Holland's Opus,RELEASED_ON,1996-01-19
Mr. Holland's Opus,HAS_IMDB_RATING,7.3
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_ACTOR,Chris Spencer
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_ACTOR,Tracey Cherelle Jones
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_ACTOR,Marlon Wayans
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_ACTOR,Shawn Wayans
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_DIRECTOR,Paris Barclay
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,IN_GENRE,Comedy
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,IN_GENRE,Crime
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,RELEASED_ON,1996-01-12
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,HAS_IMDB_RATING,6.6
Two if by Sea,HAS_ACTOR,Denis Leary
Two if by Sea,HAS_ACTOR,Sandra Bullock
Two if by Sea,HAS_ACTOR,Stephen Dillane
Two if by Sea,HAS_ACTOR,Yaphet Kotto
Two if by Sea,HAS_DIRECTOR,Bill Bennett
Two if by Sea,IN_GENRE,Comedy
Two if by Sea,IN_GENRE,Romance
Two if by Sea,RELEASED_ON,1996-01-12
Two if by Sea,HAS_IMDB_RATING,5.2
Bio-Dome,HAS_ACTOR,William Atherton
Bio-Dome,HAS_ACTOR,Denise Dowse
Bio-Dome,HAS_ACTOR,Dara Tomanovich
Bio-Dome,HAS_ACTOR,Kevin West
Bio-Dome,HAS_DIRECTOR,Jason Bloom
Bio-Dome,IN_GENRE,Comedy
Bio-Dome,RELEASED_ON,1996-01-12
Bio-Dome,HAS_IMDB_RATING,4.3
Lawnmower Man 2: Beyond Cyberspace,HAS_ACTOR,Patrick Bergin
Lawnmower Man 2: Beyond Cyberspace,HAS_ACTOR,Matt Frewer
Lawnmower Man 2: Beyond Cyberspace,HAS_ACTOR,Ely Pouget
Lawnmower Man 2: Beyond Cyberspace,HAS_ACTOR,Austin O'Brien
Lawnmower Man 2: Beyond Cyberspace,HAS_DIRECTOR,Farhad Mann
Lawnmower Man 2: Beyond Cyberspace,IN_GENRE,Thriller
Lawnmower Man 2: Beyond Cyberspace,IN_GENRE,Sci-Fi
Lawnmower Man 2: Beyond Cyberspace,IN_GENRE,Action
Lawnmower Man 2: Beyond Cyberspace,RELEASED_ON,1996-01-12
Lawnmower Man 2: Beyond Cyberspace,HAS_IMDB_RATING,2.4
French Twist (Gazon maudit),HAS_ACTOR,Ticky Holgado
French Twist (Gazon maudit),HAS_ACTOR,Alain Chabat
French Twist (Gazon maudit),HAS_ACTOR,Josiane Balasko
French Twist (Gazon maudit),HAS_ACTOR,Victoria Abril
French Twist (Gazon maudit),HAS_DIRECTOR,Josiane Balasko
French Twist (Gazon maudit),IN_GENRE,Romance
French Twist (Gazon maudit),IN_GENRE,Comedy
French Twist (Gazon maudit),RELEASED_ON,1996-01-19
French Twist (Gazon maudit),HAS_IMDB_RATING,6.4
Friday,HAS_ACTOR,Tommy 'Tiny' Lister
Friday,HAS_ACTOR,Nia Long
Friday,HAS_ACTOR,Chris Tucker
Friday,HAS_ACTOR,Ice Cube
Friday,HAS_DIRECTOR,F. Gary Gray
Friday,IN_GENRE,Comedy
Friday,RELEASED_ON,1995-04-26
Friday,HAS_IMDB_RATING,7.3
From Dusk Till Dawn,HAS_ACTOR,George Clooney
From Dusk Till Dawn,HAS_ACTOR,Quentin Tarantino
From Dusk Till Dawn,HAS_ACTOR,Harvey Keitel
From Dusk Till Dawn,HAS_ACTOR,Juliette Lewis
From Dusk Till Dawn,HAS_DIRECTOR,Robert Rodriguez
From Dusk Till Dawn,IN_GENRE,Thriller
From Dusk Till Dawn,IN_GENRE,Action
From Dusk Till Dawn,IN_GENRE,Comedy
From Dusk Till Dawn,IN_GENRE,Horror
From Dusk Till Dawn,RELEASED_ON,1996-01-19
From Dusk Till Dawn,HAS_IMDB_RATING,7.3
Fair Game,HAS_ACTOR,William Baldwin
Fair Game,HAS_ACTOR,Christopher McDonald
Fair Game,HAS_ACTOR,Steven Berkoff
Fair Game,HAS_ACTOR,Cindy Crawford
Fair Game,HAS_DIRECTOR,Andrew Sipes
Fair Game,IN_GENRE,Action
Fair Game,RELEASED_ON,1995-11-03
Fair Game,HAS_IMDB_RATING,4.1
Kicking and Screaming,HAS_ACTOR,Josh Hamilton
Kicking and Screaming,HAS_ACTOR,Jonathan Baumbach
Kicking and Screaming,HAS_ACTOR,Samuel Gould
Kicking and Screaming,HAS_ACTOR,Catherine Kellner
Kicking and Screaming,HAS_DIRECTOR,Noah Baumbach
Kicking and Screaming,IN_GENRE,Drama
Kicking and Screaming,IN_GENRE,Comedy
Kicking and Screaming,RELEASED_ON,1995-10-06
Kicking and Screaming,HAS_IMDB_RATING,7.1
"Misérables, Les",HAS_ACTOR,Jean-Paul Belmondo
"Misérables, Les",HAS_ACTOR,Michel Boujenah
"Misérables, Les",HAS_ACTOR,Alessandra Martines
"Misérables, Les",HAS_ACTOR,Salomé Lelouch
"Misérables, Les",HAS_DIRECTOR, Claude Lelouch
"Misérables, Les",IN_GENRE,War
"Misérables, Les",IN_GENRE,Drama
"Misérables, Les",RELEASED_ON,1995-11-03
"Misérables, Les",HAS_IMDB_RATING,7.5
Bed of Roses,HAS_ACTOR,Christian Slater
Bed of Roses,HAS_ACTOR,Mary Stuart Masterson
Bed of Roses,HAS_ACTOR,Josh Brolin
Bed of Roses,HAS_ACTOR,Pamela Adlon
Bed of Roses,HAS_DIRECTOR,Michael Goldenberg
Bed of Roses,IN_GENRE,Romance
Bed of Roses,IN_GENRE,Drama
Bed of Roses,RELEASED_ON,1996-01-26
Bed of Roses,HAS_IMDB_RATING,6.0
Screamers,HAS_ACTOR,Peter Weller
Screamers,HAS_ACTOR,Andrew Lauer
Screamers,HAS_ACTOR,Jennifer Rubin
Screamers,HAS_ACTOR,Roy Dupuis
Screamers,HAS_DIRECTOR,Christian Duguay
Screamers,IN_GENRE,Action
Screamers,IN_GENRE,Sci-Fi
Screamers,IN_GENRE,Thriller
Screamers,RELEASED_ON,1996-01-26
Screamers,HAS_IMDB_RATING,6.4
Nico Icon,HAS_ACTOR,Christian Aaron Boulogne
Nico Icon,HAS_ACTOR,Christian Päffgen
Nico Icon,HAS_ACTOR,Tina Aumont
Nico Icon,HAS_ACTOR,Nico
Nico Icon,HAS_DIRECTOR,Susanne Ofteringer
Nico Icon,IN_GENRE,Documentary
Nico Icon,RELEASED_ON,1995-11-16
Nico Icon,HAS_IMDB_RATING,7.3
"Crossing Guard, The",HAS_ACTOR,Jack Nicholson
"Crossing Guard, The",HAS_ACTOR,Anjelica Huston
"Crossing Guard, The",HAS_ACTOR,David Morse
"Crossing Guard, The",HAS_ACTOR,Robin Wright
"Crossing Guard, The",HAS_DIRECTOR,Sean Penn
"Crossing Guard, The",IN_GENRE,Action
"Crossing Guard, The",IN_GENRE,Crime
"Crossing Guard, The",IN_GENRE,Drama
"Crossing Guard, The",IN_GENRE,Thriller
"Crossing Guard, The",RELEASED_ON,1995-11-16
"Crossing Guard, The",HAS_IMDB_RATING,6.4
"Juror, The",HAS_ACTOR,Alec Baldwin
"Juror, The",HAS_ACTOR,Demi Moore
"Juror, The",HAS_ACTOR,Anne Heche
"Juror, The",HAS_ACTOR,Joseph Gordon-Levitt
"Juror, The",HAS_DIRECTOR,Brian Gibson
"Juror, The",IN_GENRE,Drama
"Juror, The",IN_GENRE,Thriller
"Juror, The",RELEASED_ON,1996-02-02
"Juror, The",HAS_IMDB_RATING,5.6
"White Balloon, The (Badkonake sefid)",HAS_ACTOR,Anna Borkowska
"White Balloon, The (Badkonake sefid)",HAS_ACTOR,Aida Mohammadkhani
"White Balloon, The (Badkonake sefid)",HAS_ACTOR,Mohsen Kafili
"White Balloon, The (Badkonake sefid)",HAS_ACTOR,Fereshteh Sadre Orafaiy
"White Balloon, The (Badkonake sefid)",HAS_DIRECTOR,Jafar Panahi
"White Balloon, The (Badkonake sefid)",IN_GENRE,Children
"White Balloon, The (Badkonake sefid)",IN_GENRE,Drama
"White Balloon, The (Badkonake sefid)",RELEASED_ON,1995-11-27
"White Balloon, The (Badkonake sefid)",HAS_IMDB_RATING,7.8
Things to Do in Denver When You're Dead,HAS_ACTOR,Andy Garcia
Things to Do in Denver When You're Dead,HAS_ACTOR,Bill Nunn
Things to Do in Denver When You're Dead,HAS_ACTOR,Christopher Lloyd
Things to Do in Denver When You're Dead,HAS_ACTOR,William Forsythe
Things to Do in Denver When You're Dead,HAS_DIRECTOR,Gary Fleder
Things to Do in Denver When You're Dead,IN_GENRE,Crime
Things to Do in Denver When You're Dead,IN_GENRE,Drama
Things to Do in Denver When You're Dead,IN_GENRE,Romance
Things to Do in Denver When You're Dead,RELEASED_ON,1995-12-01
Things to Do in Denver When You're Dead,HAS_IMDB_RATING,6.8
Antonia's Line (Antonia),HAS_ACTOR,Veerle van Overloop
Antonia's Line (Antonia),HAS_ACTOR,Els Dottermans
Antonia's Line (Antonia),HAS_ACTOR,Dora van der Groen
Antonia's Line (Antonia),HAS_ACTOR,Willeke van Ammelrooy
Antonia's Line (Antonia),HAS_DIRECTOR,Marleen Gorris
Antonia's Line (Antonia),IN_GENRE,Drama
Antonia's Line (Antonia),IN_GENRE,Comedy
Antonia's Line (Antonia),RELEASED_ON,1996-02-02
Antonia's Line (Antonia),HAS_IMDB_RATING,7.5
Once Upon a Time... When We Were Colored,HAS_ACTOR,Al Freeman Jr.
Once Upon a Time... When We Were Colored,HAS_ACTOR,Leon
Once Upon a Time... When We Were Colored,HAS_ACTOR,Phylicia Rashad
Once Upon a Time... When We Were Colored,HAS_ACTOR,Paula Kelly
Once Upon a Time... When We Were Colored,HAS_DIRECTOR,Tim Reid
Once Upon a Time... When We Were Colored,IN_GENRE,Drama
Once Upon a Time... When We Were Colored,IN_GENRE,Romance
Once Upon a Time... When We Were Colored,RELEASED_ON,1996-01-26
Once Upon a Time... When We Were Colored,HAS_IMDB_RATING,7.3
Last Summer in the Hamptons,HAS_ACTOR,Victoria Foyt
Last Summer in the Hamptons,HAS_ACTOR,Jon Robin Baitz
Last Summer in the Hamptons,HAS_ACTOR,Viveca Lindfors
Last Summer in the Hamptons,HAS_ACTOR,Savannah Smith Boucher
Last Summer in the Hamptons,HAS_DIRECTOR,Henry Jaglom
Last Summer in the Hamptons,IN_GENRE,Drama
Last Summer in the Hamptons,IN_GENRE,Comedy
Last Summer in the Hamptons,RELEASED_ON,1996-09-15
Last Summer in the Hamptons,HAS_IMDB_RATING,6.1
Angels and Insects,HAS_ACTOR,Patsy Kensit
Angels and Insects,HAS_ACTOR,Kristin Scott Thomas
Angels and Insects,HAS_ACTOR,Mark Rylance
Angels and Insects,HAS_ACTOR,Jeremy Kemp
Angels and Insects,HAS_DIRECTOR,Philip Haas
Angels and Insects,IN_GENRE,Drama
Angels and Insects,IN_GENRE,Romance
Angels and Insects,RELEASED_ON,1996-01-26
Angels and Insects,HAS_IMDB_RATING,7.0
White Squall,HAS_ACTOR,Jeff Bridges
White Squall,HAS_ACTOR,Scott Wolf
White Squall,HAS_ACTOR,John Savage
White Squall,HAS_ACTOR,Caroline Goodall
White Squall,HAS_DIRECTOR,Ridley Scott
White Squall,IN_GENRE,Action
White Squall,IN_GENRE,Drama
White Squall,IN_GENRE,Adventure
White Squall,RELEASED_ON,1996-02-02
White Squall,HAS_IMDB_RATING,6.6
Dunston Checks In,HAS_ACTOR,Jason Alexander
Dunston Checks In,HAS_ACTOR,Faye Dunaway
Dunston Checks In,HAS_ACTOR,Rupert Everett
Dunston Checks In,HAS_ACTOR,Eric Lloyd
Dunston Checks In,HAS_DIRECTOR,Ken Kwapis
Dunston Checks In,IN_GENRE,Comedy
Dunston Checks In,IN_GENRE,Children
Dunston Checks In,RELEASED_ON,1996-01-12
Dunston Checks In,HAS_IMDB_RATING,5.2
Black Sheep,HAS_ACTOR,Chris Farley
Black Sheep,HAS_ACTOR,Christine Ebersole
Black Sheep,HAS_ACTOR,Tim Matheson
Black Sheep,HAS_ACTOR,David Spade
Black Sheep,HAS_DIRECTOR,Penelope Spheeris
Black Sheep,IN_GENRE,Comedy
Black Sheep,RELEASED_ON,1996-02-02
Black Sheep,HAS_IMDB_RATING,6.2
Nick of Time,HAS_ACTOR,Christopher Walken
Nick of Time,HAS_ACTOR,Courtney Chase
Nick of Time,HAS_ACTOR,Charles S. Dutton
Nick of Time,HAS_ACTOR,Johnny Depp
Nick of Time,HAS_DIRECTOR,John Badham
Nick of Time,IN_GENRE,Action
Nick of Time,IN_GENRE,Thriller
Nick of Time,RELEASED_ON,1995-11-22
Nick of Time,HAS_IMDB_RATING,6.3
Mary Reilly,HAS_ACTOR,Julia Roberts
Mary Reilly,HAS_ACTOR,George Cole
Mary Reilly,HAS_ACTOR,Michael Gambon
Mary Reilly,HAS_ACTOR,John Malkovich
Mary Reilly,HAS_DIRECTOR,Stephen Frears
Mary Reilly,IN_GENRE,Horror
Mary Reilly,IN_GENRE,Thriller
Mary Reilly,IN_GENRE,Drama
Mary Reilly,RELEASED_ON,1996-02-23
Mary Reilly,HAS_IMDB_RATING,5.8
Vampire in Brooklyn,HAS_ACTOR,Eddie Murphy
Vampire in Brooklyn,HAS_ACTOR,Kadeem Hardison
Vampire in Brooklyn,HAS_ACTOR,Angela Bassett
Vampire in Brooklyn,HAS_ACTOR,Allen Payne
Vampire in Brooklyn,HAS_DIRECTOR,Wes Craven
Vampire in Brooklyn,IN_GENRE,Comedy
Vampire in Brooklyn,IN_GENRE,Horror
Vampire in Brooklyn,IN_GENRE,Romance
Vampire in Brooklyn,RELEASED_ON,1995-10-27
Vampire in Brooklyn,HAS_IMDB_RATING,4.5
Beautiful Girls,HAS_ACTOR,Annabeth Gish
Beautiful Girls,HAS_ACTOR,Matt Dillon
Beautiful Girls,HAS_ACTOR,Lauren Holly
Beautiful Girls,HAS_ACTOR,Noah Emmerich
Beautiful Girls,HAS_DIRECTOR,Ted Demme
Beautiful Girls,IN_GENRE,Drama
Beautiful Girls,IN_GENRE,Romance
Beautiful Girls,IN_GENRE,Comedy
Beautiful Girls,RELEASED_ON,1996-02-09
Beautiful Girls,HAS_IMDB_RATING,7.2
Broken Arrow,HAS_ACTOR,John Travolta
Broken Arrow,HAS_ACTOR,Christian Slater
Broken Arrow,HAS_ACTOR,Samantha Mathis
Broken Arrow,HAS_ACTOR,Delroy Lindo
Broken Arrow,HAS_DIRECTOR,John Woo
Broken Arrow,IN_GENRE,Adventure
Broken Arrow,IN_GENRE,Action
Broken Arrow,IN_GENRE,Thriller
Broken Arrow,RELEASED_ON,1996-02-09
Broken Arrow,HAS_IMDB_RATING,6.0
In the Bleak Midwinter,HAS_ACTOR,Nicholas Farrell
In the Bleak Midwinter,HAS_ACTOR,Richard Briers
In the Bleak Midwinter,HAS_ACTOR,Joan Collins
In the Bleak Midwinter,HAS_ACTOR,Hetta Charnley
In the Bleak Midwinter,HAS_DIRECTOR,Kenneth Branagh
In the Bleak Midwinter,IN_GENRE,Comedy
In the Bleak Midwinter,IN_GENRE,Drama
In the Bleak Midwinter,RELEASED_ON,1996-02-16
In the Bleak Midwinter,HAS_IMDB_RATING,7.3
"Hate (Haine, La)",HAS_ACTOR,Vincent Cassel
"Hate (Haine, La)",HAS_ACTOR,Abdel Ahmed Ghili
"Hate (Haine, La)",HAS_ACTOR,Saïd Taghmaoui
"Hate (Haine, La)",HAS_ACTOR,Hubert Koundé
"Hate (Haine, La)",HAS_DIRECTOR,Mathieu Kassovitz
"Hate (Haine, La)",IN_GENRE,Drama
"Hate (Haine, La)",IN_GENRE,Crime
"Hate (Haine, La)",RELEASED_ON,1996-02-23
"Hate (Haine, La)",HAS_IMDB_RATING,8.1
Shopping,HAS_ACTOR,Fraser James
Shopping,HAS_ACTOR,Sean Pertwee
Shopping,HAS_ACTOR,Jude Law
Shopping,HAS_ACTOR,Sadie Frost
Shopping,HAS_DIRECTOR,Paul W.S. Anderson
Shopping,IN_GENRE,Thriller
Shopping,IN_GENRE,Action
Shopping,RELEASED_ON,1996-02-09
Shopping,HAS_IMDB_RATING,5.4
Heidi Fleiss: Hollywood Madam,HAS_ACTOR,Heidi Fleiss
Heidi Fleiss: Hollywood Madam,HAS_ACTOR,Nick Broomfield
Heidi Fleiss: Hollywood Madam,HAS_ACTOR,Corinne Bohrer
Heidi Fleiss: Hollywood Madam,HAS_ACTOR,Madam Alex
Heidi Fleiss: Hollywood Madam,HAS_DIRECTOR,Nick Broomfield
Heidi Fleiss: Hollywood Madam,IN_GENRE,Documentary
Heidi Fleiss: Hollywood Madam,RELEASED_ON,1996-02-09
Heidi Fleiss: Hollywood Madam,HAS_IMDB_RATING,6.6
City Hall,HAS_ACTOR,Al Pacino
City Hall,HAS_ACTOR,John Cusack
City Hall,HAS_ACTOR,Bridget Fonda
City Hall,HAS_ACTOR,Danny Aiello
City Hall,HAS_DIRECTOR,Harold Becker
City Hall,IN_GENRE,Thriller
City Hall,IN_GENRE,Drama
City Hall,RELEASED_ON,1996-02-16
City Hall,HAS_IMDB_RATING,6.2
Bottle Rocket,HAS_ACTOR,Owen Wilson
Bottle Rocket,HAS_ACTOR,Luke Wilson
Bottle Rocket,HAS_ACTOR,Ned Dowd
Bottle Rocket,HAS_ACTOR,Shea Fowler
Bottle Rocket,HAS_DIRECTOR,Wes Anderson
Bottle Rocket,IN_GENRE,Romance
Bottle Rocket,IN_GENRE,Crime
Bottle Rocket,IN_GENRE,Comedy
Bottle Rocket,IN_GENRE,Adventure
Bottle Rocket,RELEASED_ON,1996-02-21
Bottle Rocket,HAS_IMDB_RATING,7.1
Mr. Wrong,HAS_ACTOR,Dean Stockwell
Mr. Wrong,HAS_ACTOR,Joan Cusack
Mr. Wrong,HAS_ACTOR,Bill Pullman
Mr. Wrong,HAS_ACTOR,Ellen DeGeneres
Mr. Wrong,HAS_DIRECTOR,Nick Castle
Mr. Wrong,IN_GENRE,Comedy
Mr. Wrong,RELEASED_ON,1996-02-16
Mr. Wrong,HAS_IMDB_RATING,3.7
Unforgettable,HAS_ACTOR,Ray Liotta
Unforgettable,HAS_ACTOR,Linda Fiorentino
Unforgettable,HAS_ACTOR,Peter Coyote
Unforgettable,HAS_ACTOR,Christopher McDonald
Unforgettable,HAS_DIRECTOR,John Dahl
Unforgettable,IN_GENRE,Thriller
Unforgettable,IN_GENRE,Sci-Fi
Unforgettable,IN_GENRE,Mystery
Unforgettable,RELEASED_ON,1996-02-23
Unforgettable,HAS_IMDB_RATING,6.0
Happy Gilmore,HAS_ACTOR,Adam Sandler
Happy Gilmore,HAS_ACTOR,Christopher McDonald
Happy Gilmore,HAS_ACTOR,Frances Bay
Happy Gilmore,HAS_ACTOR,Julie Bowen
Happy Gilmore,HAS_DIRECTOR,Dennis Dugan
Happy Gilmore,IN_GENRE,Comedy
Happy Gilmore,RELEASED_ON,1996-02-16
Happy Gilmore,HAS_IMDB_RATING,7.0
"Bridges of Madison County, The",HAS_ACTOR,Clint Eastwood
"Bridges of Madison County, The",HAS_ACTOR,Meryl Streep
"Bridges of Madison County, The",HAS_ACTOR,Annie Corley
"Bridges of Madison County, The",HAS_ACTOR,Victor Slezak
"Bridges of Madison County, The",HAS_DIRECTOR,Clint Eastwood
"Bridges of Madison County, The",IN_GENRE,Drama
"Bridges of Madison County, The",IN_GENRE,Romance
"Bridges of Madison County, The",RELEASED_ON,1995-06-02
"Bridges of Madison County, The",HAS_IMDB_RATING,7.5
Muppet Treasure Island,HAS_ACTOR,Tim Curry
Muppet Treasure Island,HAS_ACTOR,Billy Connolly
Muppet Treasure Island,HAS_ACTOR,Jennifer Saunders
Muppet Treasure Island,HAS_ACTOR,Kevin Bishop
Muppet Treasure Island,HAS_DIRECTOR,Brian Henson
Muppet Treasure Island,IN_GENRE,Children
Muppet Treasure Island,IN_GENRE,Comedy
Muppet Treasure Island,IN_GENRE,Musical
Muppet Treasure Island,IN_GENRE,Adventure
Muppet Treasure Island,RELEASED_ON,1996-02-16
Muppet Treasure Island,HAS_IMDB_RATING,6.9
Catwalk,HAS_ACTOR,Christy Turlington
Catwalk,HAS_ACTOR,Giorgio Armani
Catwalk,HAS_ACTOR,Azzedine Alaïa
Catwalk,HAS_ACTOR,Nadja Auermann
Catwalk,HAS_DIRECTOR,Robert Leacock
Catwalk,IN_GENRE,Documentary
Catwalk,RELEASED_ON,1996-05-16
Catwalk,HAS_IMDB_RATING,6.4
Braveheart,HAS_ACTOR,James Robinson
Braveheart,HAS_ACTOR,Sandy Nelson
Braveheart,HAS_ACTOR,Sean Lawlor
Braveheart,HAS_ACTOR,James Cosmo
Braveheart,HAS_DIRECTOR,Mel Gibson
Braveheart,IN_GENRE,War
Braveheart,IN_GENRE,Drama
Braveheart,IN_GENRE,Action
Braveheart,RELEASED_ON,1995-05-24
Braveheart,HAS_IMDB_RATING,8.4
Taxi Driver,HAS_ACTOR,Diahnne Abbott
Taxi Driver,HAS_ACTOR,Gino Ardito
Taxi Driver,HAS_ACTOR,Frank Adu
Taxi Driver,HAS_ACTOR,Victor Argo
Taxi Driver,HAS_DIRECTOR,Martin Scorsese
Taxi Driver,IN_GENRE,Thriller
Taxi Driver,IN_GENRE,Drama
Taxi Driver,IN_GENRE,Crime
Taxi Driver,RELEASED_ON,1976-02-08
Taxi Driver,HAS_IMDB_RATING,8.3
Rumble in the Bronx (Hont faan kui),HAS_ACTOR,Bill Tung
Rumble in the Bronx (Hont faan kui),HAS_ACTOR,Anita Mui
Rumble in the Bronx (Hont faan kui),HAS_ACTOR,Françoise Yip
Rumble in the Bronx (Hont faan kui),HAS_ACTOR,Jackie Chan
Rumble in the Bronx (Hont faan kui),HAS_DIRECTOR,Stanley Tong
Rumble in the Bronx (Hont faan kui),IN_GENRE,Crime
Rumble in the Bronx (Hont faan kui),IN_GENRE,Comedy
Rumble in the Bronx (Hont faan kui),IN_GENRE,Adventure
Rumble in the Bronx (Hont faan kui),IN_GENRE,Action
Rumble in the Bronx (Hont faan kui),RELEASED_ON,1996-02-23
Rumble in the Bronx (Hont faan kui),HAS_IMDB_RATING,6.7
Before and After,HAS_ACTOR,Meryl Streep
Before and After,HAS_ACTOR,Julia Weldon
Before and After,HAS_ACTOR,Edward Furlong
Before and After,HAS_ACTOR,Liam Neeson
Before and After,HAS_DIRECTOR,Barbet Schroeder
Before and After,IN_GENRE,Drama
Before and After,IN_GENRE,Mystery
Before and After,RELEASED_ON,1996-02-23
Before and After,HAS_IMDB_RATING,6.1
Margaret's Museum,HAS_ACTOR,Helena Bonham Carter
Margaret's Museum,HAS_ACTOR,Craig Anthony Olejnik
Margaret's Museum,HAS_ACTOR,Clive Russell
Margaret's Museum,HAS_ACTOR,Kate Nelligan
Margaret's Museum,HAS_DIRECTOR,Mort Ransen
Margaret's Museum,IN_GENRE,Drama
Margaret's Museum,RELEASED_ON,1996-01-26
Margaret's Museum,HAS_IMDB_RATING,7.3
Anne Frank Remembered,HAS_ACTOR,Kenneth Branagh
Anne Frank Remembered,HAS_ACTOR,Glenn Close
Anne Frank Remembered,HAS_ACTOR,Janny Brandes-Brilslijper
Anne Frank Remembered,HAS_DIRECTOR,Jon Blair
Anne Frank Remembered,IN_GENRE,Documentary
Anne Frank Remembered,RELEASED_ON,1995-08-31
Anne Frank Remembered,HAS_IMDB_RATING,8.2
"Young Poisoner's Handbook, The",HAS_ACTOR,Tobias Arnold
"Young Poisoner's Handbook, The",HAS_ACTOR,Roger Lloyd Pack
"Young Poisoner's Handbook, The",HAS_ACTOR,Ruth Sheen
"Young Poisoner's Handbook, The",HAS_ACTOR,Hugh O'Conor
"Young Poisoner's Handbook, The",HAS_DIRECTOR,Benjamin Ross
"Young Poisoner's Handbook, The",IN_GENRE,Drama
"Young Poisoner's Handbook, The",IN_GENRE,Crime
"Young Poisoner's Handbook, The",RELEASED_ON,1996-02-23
"Young Poisoner's Handbook, The",HAS_IMDB_RATING,7.1
If Lucy Fell,HAS_ACTOR,Ben Stiller
If Lucy Fell,HAS_ACTOR,Sarah Jessica Parker
If Lucy Fell,HAS_ACTOR,Eric Schaeffer
If Lucy Fell,HAS_ACTOR,Elle Macpherson
If Lucy Fell,HAS_DIRECTOR,Eric Schaeffer
If Lucy Fell,IN_GENRE,Romance
If Lucy Fell,IN_GENRE,Comedy
If Lucy Fell,RELEASED_ON,1996-03-08
If Lucy Fell,HAS_IMDB_RATING,4.9
"Steal Big, Steal Little",HAS_ACTOR,Andy Garcia
"Steal Big, Steal Little",HAS_ACTOR,Rachel Ticotin
"Steal Big, Steal Little",HAS_ACTOR,Alan Arkin
"Steal Big, Steal Little",HAS_ACTOR,Joe Pantoliano
"Steal Big, Steal Little",HAS_DIRECTOR,Andrew Davis
"Steal Big, Steal Little",IN_GENRE,Comedy
"Steal Big, Steal Little",RELEASED_ON,1995-09-29
"Steal Big, Steal Little",HAS_IMDB_RATING,4.8
"Boys of St. Vincent, The",HAS_ACTOR,Philip Dinn
"Boys of St. Vincent, The",HAS_ACTOR,Brian Dooley
"Boys of St. Vincent, The",HAS_ACTOR,Johnny Morina
"Boys of St. Vincent, The",HAS_ACTOR,Henry Czerny
"Boys of St. Vincent, The",HAS_DIRECTOR,John N. Smith
"Boys of St. Vincent, The",IN_GENRE,Drama
"Boys of St. Vincent, The",RELEASED_ON,1992-12-06
"Boys of St. Vincent, The",HAS_IMDB_RATING,7.8
Boomerang,HAS_ACTOR,Eddie Murphy
Boomerang,HAS_ACTOR,Halle Berry
Boomerang,HAS_ACTOR,Robin Givens
Boomerang,HAS_ACTOR,David Alan Grier
Boomerang,HAS_DIRECTOR,Reginald Hudlin
Boomerang,IN_GENRE,Romance
Boomerang,IN_GENRE,Comedy
Boomerang,RELEASED_ON,1992-07-01
Boomerang,HAS_IMDB_RATING,5.4
Chungking Express (Chung Hing sam lam),HAS_ACTOR,Tony Leung Chiu-Wai
Chungking Express (Chung Hing sam lam),HAS_ACTOR,Brigitte Lin
Chungking Express (Chung Hing sam lam),HAS_ACTOR,Takeshi Kaneshiro
Chungking Express (Chung Hing sam lam),HAS_ACTOR,Faye Wong
Chungking Express (Chung Hing sam lam),HAS_DIRECTOR, Kar-wai Wong
Chungking Express (Chung Hing sam lam),IN_GENRE,Mystery
Chungking Express (Chung Hing sam lam),IN_GENRE,Drama
Chungking Express (Chung Hing sam lam),IN_GENRE,Romance
Chungking Express (Chung Hing sam lam),RELEASED_ON,1996-03-08
Chungking Express (Chung Hing sam lam),HAS_IMDB_RATING,8.1
"Star Maker, The (Uomo delle stelle, L')",HAS_ACTOR,Sergio Castellitto
"Star Maker, The (Uomo delle stelle, L')",HAS_ACTOR,Franco Scaldati
"Star Maker, The (Uomo delle stelle, L')",HAS_ACTOR,Tiziana Lodato
"Star Maker, The (Uomo delle stelle, L')",HAS_ACTOR,Leopoldo Trieste
"Star Maker, The (Uomo delle stelle, L')",HAS_DIRECTOR,Giuseppe Tornatore
"Star Maker, The (Uomo delle stelle, L')",IN_GENRE,Drama
